"s_x1","s_x2","s_x3","s_x4","s_x5","s_x6","s_x7","s_x8","s_x9","s_x10","s_x11","s_x12","s_x13","s_x14","s_x15","s_y","s_y2",
1.533,4.3268,2.0657,2.1524,2.5334,,59.0626,28.834,6499.8593,6475.0775,6463.0728,6457.6284,6510.3428,6683.1655,6834.0178,,,
0.61956,2.1621,4.4468,2.5478,3.0318,,63.0116,45.5193,6551.6895,6507.8543,6487.1075,6476.459,6516.0294,6682.6147,6831.6514,,,
-0.11059,0.50829,3.6321,2.3555,3.1334,,62.1103,52.6152,6583.7897,6533.3335,6507.2178,6492.7953,6521.2043,6681.9291,6829.2188,,,
0.15042,0.039667,5.0148,2.5884,3.4971,,62.1551,55.4245,6608.5231,6555.9983,6526.0643,6508.5281,6526.5684,6681.455,6826.9508,,,
-0.12001,0.030235,2.08,1.8709,4.3573,,62.9186,52.9773,6622.3487,6573.0895,6541.5563,6522.0017,6531.4089,6680.8321,6824.6071,,,
-0.37549,-0.49504,0.16116,2.2302,5.454,,59.8234,45.0757,6623.2425,6582.5333,6551.9905,6531.8139,6535.0803,6679.7272,6821.9637,,,
0.22083,-0.15549,-0.23575,4.2006,5.033,,60.3785,39.1213,6628.715,6592.9199,6562.9492,6542.0849,6539.1815,6678.9337,6819.5491,,,
-0.26598,-0.045736,-0.39095,3.227,4.7101,,59.3013,30.4889,6626.4767,6598.2072,6570.3305,6549.6959,6542.4293,6677.8063,6816.9325,,,
-0.40154,-0.66645,-0.93992,4.0277,5.0225,,54.836,19.4213,6616.1211,6597.6986,6573.4655,6554.0496,6544.5069,6676.1747,6813.9985,,,
0.13009,-0.27197,-0.69188,1.3737,5.495,,59.3623,11.8521,6612.0774,6598.8425,6577.281,6558.8058,6546.8396,6674.7453,6811.2169,,,
0.16096,0.29126,-0.15713,0.0037796,5.2362,,71.5992,7.1072,6612.9249,6601.7112,6581.9484,6564.1215,6549.4977,6673.5547,6808.613,,,
-0.66776,-0.50787,-1.0424,-1.2757,3.9628,,63.8108,-2.6294,6598.7666,6596.0273,6580.5111,6564.7242,6550.3193,6671.5131,6805.4585,,,
0.25691,-0.41257,-0.52356,-0.91246,4.599,,74.4948,-7.1862,6594.9544,6594.446,6581.3635,6566.8771,6551.7707,6669.8461,6802.5694,,,
0.10156,0.35873,-0.021075,-0.9608,4.9296,,61.7982,-9.5417,6594.6429,6594.3685,6582.9455,6569.4622,6553.4275,6668.3446,6799.8071,,,
-0.19897,-0.097612,-0.34964,-1.0391,4.047,,43.3127,-12.9008,6590.062,6591.9197,6582.6898,6570.5515,6554.5049,6666.613,6796.9077,,,
0.15712,-0.042159,-0.35346,-0.51004,1.7332,,35.4037,-13.689,6590.4546,6591.7961,6583.7586,6572.5218,6555.9455,6665.1204,6794.1836,,,
0.01153,0.16867,0.32798,-0.71781,1.4913,,36.8574,-14.0161,6590.9698,6591.8332,6584.7888,6574.3769,6557.3594,6663.6725,6791.5057,,,
-0.12652,-0.115,-0.055713,-0.57898,1.6315,,32.4154,-15.1666,6588.5332,6590.3472,6584.6477,6575.261,6558.3908,6662.0881,6788.7528,,,
-0.89099,-1.0164,-1.0467,-1.0676,0.66151,,26.1469,-23.1608,6567.3554,6578.4659,6577.1917,6570.4742,6557.0813,6659.3735,6785.2594,,,
-0.3833,-1.2709,-1.2295,-1.5748,0.13372,,26.1429,-30.6779,6544.9003,6564.1975,6567.5415,6563.7614,6554.8425,6656.2174,6781.481,,,
0.071539,-0.31203,-1.3139,-1.6627,0.45776,,23.2188,-33.6462,6531.4802,6553.3689,6559.6788,6558.1308,6552.8737,6653.2159,6777.8142,,,
0.41417,0.486,-0.91657,-0.59159,0.64068,,32.702,-30.6861,6531.5135,6549.4073,6556.1665,6555.6022,6552.0387,6650.8072,6774.5528,,,
0.24083,0.65599,-0.55212,-0.60753,0.80539,,40.3992,-25.5263,6536.779,6549.0259,6555.0594,6554.8124,6551.8533,6648.7578,6771.543,,,
0.27263,0.51412,0.61548,-0.43767,1.1581,,42.5261,-18.9294,6546.2393,6551.9594,6556.322,6555.7979,6552.3751,6647.1024,6768.8094,,,
-0.37333,-0.10172,0.62554,-0.61162,0.19578,,36.4846,-17.1411,6544.3762,6549.9032,6554.363,6554.3553,6551.9153,6644.9944,6765.7874,,,
0.14372,-0.23015,0.69812,-0.62492,1.0732,,45.7301,-14.0934,6546.2675,6549.9299,6553.8239,6553.9452,6551.8421,6643.1143,6762.93,,,
-0.023664,0.12002,0.25905,-0.65989,2.7699,,41.3151,-11.7814,6547.0116,6549.6699,6553.1584,6553.4266,6551.7111,6641.2408,6760.0899,,,
-0.75911,-0.78259,-0.74107,-1.2891,1.3063,,32.1379,-16.1719,6530.9378,6540.419,6546.3623,6548.2232,6549.6357,6638.42,6756.6289,,,
-0.41454,-1.1705,-1.4213,-0.81456,2.0788,,30.5539,-21.5902,6511.2418,6527.9519,6537.0483,6540.9495,6546.5853,6635.1215,6752.857,,,
-1.1025,-1.5124,-2.1428,-1.5306,-1.7499,,22.065,-32.9876,6474.3279,6504.7788,6519.9798,6527.5734,6540.8565,6630.4756,6748.19,,,
-0.17999,-1.2805,-2.4591,-1.7781,-3.4076,,21.175,-39.8235,6445.8786,6483.7245,6503.6048,6514.374,6534.9005,6625.6935,6743.4323,,,
0.25074,0.070307,-2.1913,-1.938,-3.7616,,25.1751,-39.8363,6432.2524,6469.411,6491.2792,6503.9574,6529.8064,6621.3233,6738.9497,,,
0.70258,0.95508,-0.75076,-1.4863,-2.9782,,39.1675,-31.782,6438.1683,6465.8817,6486.1193,6498.8186,6526.6767,6617.9308,6735.1226,,,
0.046512,0.74941,-0.29126,-1.7084,-3.0789,,42.7523,-24.382,6443.1122,6463.5396,6481.9794,6494.455,6523.7875,6614.6648,6731.3859,,,
-0.61739,-0.57116,0.1978,-1.9492,-3.5615,,37.2718,-23.1923,6433.1281,6454.3796,6473.377,6486.7126,6519.4491,6610.6746,6727.171,,,
0.25697,-0.362,0.63641,-1.8383,-2.9493,,35.3912,-18.7161,6431.9654,6449.8815,6467.9098,6481.2771,6515.9272,6607.0898,6723.2302,,,
0.34776,0.60563,0.7338,-1.4736,-2.8263,,36.5961,-11.6216,6438.6436,6450.2667,6465.9211,6478.4888,6513.4202,6604.0187,6719.6377,,,
0.10555,0.45368,0.13659,-0.61519,-2.4644,,34.5641,-5.2161,6445.3657,6451.82,6465.0322,6476.6146,6511.2787,6601.1433,6716.183,,,
0.073233,0.17886,0.16333,-0.1284,-1.9994,,38.1263,0.16815,6451.4238,6453.9509,6464.8457,6475.3694,6509.4066,6598.4185,6712.8368,,,
-0.18086,-0.10776,0.60329,0.80228,-2.3038,,34.9847,2.5339,6451.5659,6453.5689,6463.2212,6473.1295,6507.1494,6595.5161,6709.38,,,
0.18677,0.0055697,0.53284,1.1726,-2.2786,,37.4667,5.908,6455.6773,6455.4473,6463.3061,6472.2505,6505.4534,6592.9099,6706.1286,,,
0.0263,0.21312,0.21079,0.94614,-1.5958,,44.2675,8.4028,6458.9848,6457.2933,6463.5928,6471.6171,6503.8905,6590.3889,6702.9428,,,
-0.12945,-0.10319,-0.024463,0.11209,-1.975,,47.3018,8.9111,6458.3999,6457.2818,6462.7975,6470.2469,6502.0607,6587.7521,6699.6883,,,
-0.20969,-0.33887,-0.30711,-0.14427,-2.2798,,60.1333,7.4676,6453.4966,6454.8105,6460.409,6467.7177,6499.7716,6584.8993,6696.2976,,,
-0.52284,-0.73143,-0.64865,-0.049274,-2.5969,,54.467,2.2875,6438.9977,6446.6632,6454.1079,6462.2208,6496.2512,6581.436,6692.5056,,,
0,-0.52284,-0.83386,-0.30546,-2.7497,,51.1402,-0.66823,6429.3318,6439.9971,6448.5944,6457.2473,6492.8688,6578.0412,6688.7638,,,
-0.65507,-0.65507,-1.5094,-1.3018,-3.3979,,31.0428,-7.4327,6408.8912,6426.9086,6438.5214,6448.7486,6487.9724,6573.8822,6684.5154,,,
2.5438,1.8721,1.127,1.1022,-0.81505,,60.2601,9.8221,6449.2608,6445.6525,6449.9562,6456.4868,6489.6205,6573.0132,6682.4688,,,
-0.0366,2.5063,1.3024,0.99125,0.04,,66.941,20.2242,6475.3772,6460.5538,6459.6629,6463.2604,6491.1103,6572.1142,6680.4177,,,
-0.3234,-0.35988,1.5055,0.84704,0.10015,,61.2231,23.3504,6485.7515,6468.9077,6465.5176,6467.3785,6491.7138,6570.8149,6678.1142,,,
-0.15907,-0.48195,1.344,0.49892,-0.13052,,56.6811,23.0724,6489.2176,6473.8608,6469.3466,6470.1186,6491.8878,6569.3364,6675.7041,,,
0.32281,0.16322,2.3415,0.79683,-0.22139,,58.4613,24.6204,6498.5184,6481.7261,6475.3183,6474.5949,6492.8773,6568.3024,6673.6036,,,
0.05171,0.37468,-0.14564,0.97968,-0.40963,,58.2967,24.9291,6505.8423,6488.7741,6480.9647,6478.9659,6493.9601,6567.3556,6671.5756,,,
0.030826,0.082552,-0.078283,1.2231,-0.64979,,60.5913,24.2145,6511.3949,6494.9061,6486.1567,6483.112,6495.0793,6566.4674,6669.6011,,,
-0.54642,-0.51576,-0.30185,1.1991,-0.8224,,53.2146,18.0353,6503.2166,6493.4432,6486.2446,6483.469,6494.757,6564.891,6667.1807,,,
0.33545,-0.2128,0.19196,1.5385,-0.63251,,55.7028,16.0401,6505.0177,6496.2026,6489.0415,6485.8643,6495.3007,6563.7767,6665.0805,,,
0.15887,0.49485,0.028233,2.3704,-0.4511,,58.1406,15.2778,6509.6651,6500.3403,6492.7813,6489.0163,6496.2285,6562.8892,6663.1452,,,
0.031293,0.19021,0.0078215,-0.13783,0.34176,,60.5141,14.234,6513.4434,6504.0966,6496.3086,6492.0623,6497.1999,6562.0597,6661.2625,,,
0.15948,0.19083,0.13645,0.058061,0.92014,,67.6269,14.1031,6519.429,6509.0609,6500.6951,6495.8088,6498.5411,6561.4526,6659.5424,,,
-0.054047,0.10535,0.6322,0.32844,1.99,,66.9407,12.7411,6522.2426,6512.4807,6504.0919,6498.8622,6499.6912,6560.7876,6657.7984,,,
-0.21661,-0.27054,0.078511,0.27062,1.9526,,72.7659,9.2957,6519.4051,6512.7078,6505.2967,6500.2782,6500.2418,6559.8558,6655.8902,,,
-0.060795,-0.27727,-0.14097,-0.11278,1.6358,,43.7566,6.0031,6516.1934,6512.1737,6505.8559,6501.1822,6500.6154,6558.864,6653.9549,,,
0.25224,0.19129,0.079589,0.087417,1.1812,,49.5967,5.5665,6519.5256,6514.7221,6508.3976,6503.5639,6501.6184,6558.217,6652.2626,,,
-0.32193,-0.070509,-0.40145,-0.26554,0.80862,,49.6249,2.1527,6514.7437,6512.9872,6507.9954,6503.7178,6501.758,6557.1667,6650.3145,,,
0.39415,0.070945,0.045191,0.67768,1.8347,,59.065,3.0012,6520.1025,6516.2295,6510.8485,6506.299,6502.8977,6556.645,6648.7318,,,
-0.14807,0.2455,0.11391,0.19251,1.4233,,51.1199,1.963,6520.4517,6517.1241,6512.1362,6507.7133,6503.6135,6555.9422,6647.042,,,
-0.2426,-0.3903,-0.068205,-0.20908,0.82657,,46.0599,-0.99264,6515.4111,6514.9798,6511.2854,6507.4864,6503.6808,6554.9399,6645.165,,,
-0.76783,-1.0086,-1.085,-1.0063,-0.053106,,36.0353,-9.3492,6495.4007,6504.1434,6504.2972,6502.5239,6501.7867,6552.9684,6642.6513,,,
0.46767,-0.30375,-0.30145,-0.70169,0.34083,,49.7254,-10.4028,6492.1238,6500.7664,6501.9563,6500.9092,6501.1507,6551.6338,6640.5707,,,
-0.11225,0.3549,-0.80434,-0.75951,0.4098,,43.119,-11.5826,6487.5125,6496.6798,6498.998,6498.755,6500.2542,6550.1815,6638.4213,,,
0.60587,0.49294,-0.055358,0.058492,0.82984,,49.7152,-6.8145,6497.5217,6500.4726,6501.3158,6500.544,6500.9321,6549.5351,6636.8202,,,
-0.24887,0.3555,-0.061642,-0.1298,0.55246,,46.2654,-5.6326,6498.7878,6500.6267,6501.3163,6500.6179,6500.9473,6548.5804,6635.0255,,,
0.013997,-0.2349,0.72575,-0.36714,0.69689,,44.2576,-4.5612,6499.9352,6500.9182,6501.4305,6500.7715,6500.9976,6547.6625,6633.2667,,,
0.15041,0.16443,0.40767,0.10499,1.0603,,46.9528,-2.4728,6503.9601,6502.9349,6502.753,6501.8418,6501.4295,6546.9565,6631.6606,,,
0.18151,0.33219,0.70296,-0.10703,1.7758,,51.958,0.4097,6510.5834,6506.734,6505.3876,6503.9359,6502.3079,6546.4986,6630.2324,,,
-0.47564,-0.29499,-0.37959,-0.43474,1.2917,,47.0227,-1.8314,6504.6556,6504.2005,6503.8141,6502.8754,6501.9351,6545.4352,6628.4121,,,
0.15633,-0.32006,0.025072,-0.036585,2.119,,45.8309,-1.9061,6504.0871,6503.9732,6503.7061,6502.8825,6501.9749,6544.594,6626.7503,,,
-0.27188,-0.11597,-0.26083,0.46302,-0.68499,,46.3851,-4.1668,6497.8147,6500.5726,6501.4016,6501.2051,6501.3198,6543.4192,6624.8764,,,
-0.63097,-0.90113,-1.039,-0.63556,-1.2755,,35.1257,-10.6359,6479.9931,6490.3503,6494.2702,6495.7903,6499.0857,6541.4575,6622.4853,,,
-0.77168,-1.3978,-1.9806,-1.2915,-1.7195,,30.8711,-20.5039,6451.5354,6472.9448,6481.8139,6486.155,6494.989,6538.5498,6619.4673,,,
0.46727,-0.30802,-1.0519,-1.4275,-1.103,,38.2784,-21.777,6442.5236,6464.1366,6474.6497,6480.2831,6492.2247,6536.2914,6616.8849,,,
0.08561,0.55328,-1.1218,-1.097,-1.3368,,45.7748,-20.6586,6438.3491,6457.93,6469.0684,6475.4943,6489.7845,6534.1866,6614.4096,,,
-0.22939,-0.14398,-1.0797,-1.3377,-1.614,,37.6588,-20.6373,6430.6494,6450.17,6462.3411,6469.7567,6486.8616,6531.8314,6611.7717,,,
-0.17334,-0.40233,-0.62411,-1.6566,-1.8148,,37.158,-20.7944,6421.8096,6441.7991,6455.0647,6463.5066,6483.6172,6529.3027,6609.0215,,,
0.35711,0.18316,0.50636,-1.4843,-0.92279,,33.3786,-16.6693,6423.5397,6439.1083,6451.5567,6460.0297,6481.3969,6527.2769,6606.6106,,,
0.1086,0.46611,0.14756,-0.90593,-1.1468,,37.2036,-12.0667,6427.0198,6438.1759,6449.3596,6457.5488,6479.5374,6525.4294,6604.3241,,,
-0.050979,0.05757,0.010886,-1.111,-1.3539,,36.5287,-8.6881,6428.2465,6436.8167,6447.0271,6454.9918,6477.6222,6523.5536,6602.0245,,,
0.52529,0.47405,0.76739,-0.32057,-0.86674,,41.7907,-1.5037,6440.3244,6441.8464,6449.2087,6455.8954,6477.1069,6522.3838,6600.2027,,,
-0.062186,0.46278,0.87959,0.24999,-1.0861,,38.7518,2.8681,6447.0362,6445.2307,6450.6151,6456.3301,6476.454,6521.1576,6598.3518,,,
-0.41762,-0.47954,0.10082,0.6077,-1.446,,39.3171,2.311,6442.5175,6443.0942,6448.4732,6454.1539,6474.7688,6519.4214,6596.1681,,,
-0.22507,-0.64175,-0.23283,-0.08561,-1.4543,,35.1137,0.28375,6434.6783,6438.7134,6444.7891,6450.8059,6472.5818,6517.4329,6593.8215,,,
0.053279,-0.17191,-0.12876,-0.11788,-1.3418,,38.2616,-0.27455,6430.5922,6435.751,6441.993,6448.1025,6470.6146,6515.5514,6591.5513,,,
0.040016,0.093317,-0.61088,0.15183,-1.5507,,45.7796,0.0092326,6428.7248,6433.7944,6439.8676,6445.9013,6468.8254,6513.7581,6589.3451,,,
0.48187,0.52208,-0.069809,0.80917,-0.75678,,64.5615,4.4295,6437.7999,6437.8227,6441.8779,6446.8583,6468.3205,6512.6134,6587.5783,,,
-0.014715,0.46708,0.3345,0.43566,-1.161,,58.3948,7.1277,6443.5333,6440.9459,6443.5182,6447.6337,6467.7982,6511.4725,6585.8223,,,
2.9435,2.9283,3.5208,3.2798,1.8992,,79.3588,32.961,6510.6888,6478.0466,6468.7034,6466.4305,6474.7472,6514.1167,6586.6061,,,
1.3091,4.2911,4.8201,4.6852,3.4842,,86.1245,58.7177,6584.4559,6524.2181,6501.6142,6491.7219,6484.8352,6518.431,6588.5317,,,
-0.10086,1.2069,4.6725,4.0331,4.1798,,86.9837,70.9727,6631.3706,6560.7603,6529.5624,6513.9579,6494.2613,6522.5254,6590.3419,,,
-0.35478,-0.45529,3.801,3.7285,3.3269,,81.529,71.7823,6654.6937,6586.3202,6551.0346,6531.8038,6502.382,6526.0663,6591.8121,,,
0.33307,-0.022899,4.162,4.5105,3.7876,,82.1581,71.1062,6677.6825,6611.2911,6572.6128,6550.0758,6511.0596,6529.979,6593.5584,,,
-0.1288,0.20384,1.0534,4.6113,3.0297,,81.1883,65.4182,6690.1217,6630.1473,6590.4112,6565.7829,6519.0572,6533.6428,6595.1669,,,
-0.079077,-0.20777,-0.33125,4.4729,3.205,,78.6923,57.1654,6696.6444,6644.6096,6605.3211,6579.4883,6526.533,6537.1289,6596.6838,,,
0.021909,-0.057185,-0.20877,4.454,3.2132,,79.5108,48.4728,6701.483,6656.7097,6618.5509,6592.0285,6533.7733,6540.5751,6598.2,,,
0.13187,0.15381,0.2786,4.0902,3.1941,,85.2323,40.7917,6707.6586,6668.2188,6631.2333,6604.2172,6541.0767,6544.1282,6599.8134,,,
-0.083036,0.048725,-0.13728,4.0191,2.9216,,87.1395,32.2124,6709.9158,6676.6208,6641.6329,6614.7137,6547.8749,6547.5005,6601.3315,,,
-0.39869,-0.4814,-0.40715,0.64199,3.0012,,81.4952,20.742,6702.4972,6678.628,6647.3863,6621.6609,6553.3566,6550.276,6602.4749,,,
0.022579,-0.3762,-0.30583,-0.63607,2.8636,,81.4485,11.623,6698.0548,6680.5447,6652.6092,6628.0904,6558.6827,6553.0264,6603.6232,,,
0.33517,0.35782,0.0064072,-0.20237,3.4898,,81.0635,7.0981,6702.5665,6686.1893,6659.9818,6636.0427,6564.679,6556.1662,6605.0532,,,
-0.073008,0.26192,-0.19821,0.079835,4.0709,,80.2927,2.1869,6703.941,6689.9167,6665.8204,6642.771,6570.2481,6559.1469,6606.3994,,,
-0.26899,-0.3418,-0.38395,-0.5207,4.5981,,58.9641,-4.3912,6698.844,6689.6864,6668.6741,6647.1405,6574.8913,6561.7113,6607.4888,,,
0.24444,-0.025199,0.25928,-0.14892,4.3661,,42.1917,-7.2698,6700.896,6692.4707,6673.2148,6652.6509,6579.9936,6564.5487,6608.7804,,,
-0.19463,0.049337,0.04156,-0.26439,4.0739,,40.717,-11.4147,6697.914,6692.376,6675.5567,6656.3937,6584.384,6567.0715,6609.8819,,,
0.26973,0.074571,-0.02369,-0.017285,4.5945,,52.4988,-12.1405,6701.9427,6695.5804,6679.8621,6661.499,6589.3102,6569.9018,6611.208,,,
-0.019374,0.2503,0.02997,-0.1683,4.7558,,45.0874,-13.1273,6704.1951,6697.9658,6683.4669,6665.9944,6593.9921,6572.6503,6612.4993,,,
0.33389,0.31446,0.63466,0.24827,4.7316,,54.8494,-11.171,6713.1634,6703.9902,6689.421,6672.1949,6599.3689,6575.7879,6614.0702,,,
0.56306,0.89883,0.95451,1.2163,5.207,,64.9328,-5.4689,6731.7756,6715.8101,6699.3684,6681.4144,6606.0211,6579.6139,6616.1222,,,
-0.14035,0.42192,1.0094,1.0514,5.113,,61.6978,-3.7553,6741.0171,6723.7537,6706.8848,6688.8512,6612.0399,6583.176,6618.0213,,,
-0.2157,-0.35574,0.52042,0.4966,4.3382,,55.8653,-5.2713,6742.318,6727.6022,6711.6392,6694.191,6617.2509,6586.3788,6619.702,,,
-0.028466,-0.2441,0.51128,0.5414,4.3734,,56.8451,-7.1042,6742.5454,6730.4018,6715.5593,6698.8395,6622.1822,6589.4802,6621.3351,,,
-0.55213,-0.58044,-0.37631,0.25596,4.2324,,54.1319,-13.5302,6730.2869,6725.9233,6714.3357,6699.4996,6625.4601,6591.783,6622.4535,,,
0.26186,-0.29171,-0.67469,0.27338,4.7411,,57.2619,-15.4743,6727.9679,6725.4518,6715.4599,6701.7691,6629.2982,6594.3879,6623.7896,,,
-0.11021,0.15136,-0.64472,0.35819,4.5699,,50.9832,-17.6591,6723.952,6723.7187,6715.5175,6703.1168,6632.6951,6596.7945,6625.0099,,,
0.44685,0.33614,0.014974,0.53547,4.9952,,57.9984,-15.0638,6731.278,6727.7571,6719.319,6707.1943,6637.1357,6599.7476,6626.6114,,,
-0.74371,-0.30018,-0.70058,-0.19288,3.7146,,51.2814,-19.808,6719.4386,6721.9395,6716.3741,6706.1053,6639.4347,6601.6489,6627.5273,,,
0.37695,-0.36956,0.22712,-0.15005,4.1208,,52.7941,-19.2336,6719.9591,6721.7687,6716.9524,6707.5238,6642.6333,6604.0123,6628.7654,,,
0.053861,0.43102,0.019187,-0.65564,1.1982,,55.8995,-18.0714,6721.5127,6722.2871,6717.9108,6709.152,6645.8485,6606.4005,6630.035,,,
0.24299,0.29698,0.37285,-0.27428,0.13324,,55.6254,-14.9369,6727.9952,6725.6822,6720.792,6712.1814,6649.5784,6609.0651,6631.5042,,,
-0.98176,-0.74116,-1.0547,-1.0399,-0.74972,,45.0126,-21.2291,6710.2568,6716.4272,6715.0405,6708.6193,6650.5667,6610.3664,6632.0774,,,
-0.75478,-1.7291,-1.0657,-1.7589,-1.1481,,35.5043,-31.0348,6681.6378,6699.695,6703.7104,6700.5984,6649.5405,6610.6443,6631.9757,,,
-0.1579,-0.91149,-1.5929,-1.3694,-1.6318,,27.2372,-37.3627,6659.0719,6684.1032,6692.4891,6692.3453,6648.1444,6610.7095,6631.7368,,,
0.049139,-0.10884,-1.5976,-1.5787,-1.4566,,28.7184,-39.344,6645.1113,6671.9371,6683.0767,6685.1876,6646.9305,6610.8378,6631.5441,,,
0.0034758,0.052616,-1.8327,-1.4667,-1.3752,,30.0781,-38.793,6635.8808,6662.0249,6674.8696,6678.7336,6645.7732,6610.9682,6631.357,,,
-0.037779,-0.034305,-0.89681,-1.9421,-1.434,,30.0237,-36.9436,6628.8939,6653.4604,6667.3759,6672.6561,6644.5633,6611.0464,6631.1393,,,
0.13772,0.099888,-0.0055854,-1.0713,-1.4283,,36.0254,-32.8113,6627.2726,6648.1094,6661.9577,6668.025,6643.7581,6611.3035,6631.0452,,,
0.21029,0.3483,0.36317,-1.2355,-1.1389,,35.2214,-26.7748,6630.8351,6646.2641,6658.958,6665.1617,6643.5307,6611.8314,6631.1368,,,
-0.0046701,0.20562,0.30919,-1.2933,-0.7478,,36.109,-21.6177,6633.1067,6644.6979,6656.2945,6662.5415,6643.3001,6612.3427,6631.223,,,
0.072465,0.067792,0.3784,-1.4612,-0.69829,,29.8328,-16.5794,6636.2245,6644.291,6654.5652,6660.629,6643.2671,6612.939,6631.3719,,,
-0.15853,-0.086175,0.25715,-0.64197,-1.1869,,35.2852,-13.7998,6634.793,6642.0435,6651.7358,6657.8958,6642.8226,6613.3151,6631.3793,,,
0.015983,-0.14257,0.13527,0.12967,-1.0989,,27.1652,-11.0708,6634.192,6640.3974,6649.3926,6655.5238,6642.437,6613.7047,6631.4006,,,
-0.1883,-0.17235,-0.26303,0.099184,-1.0189,,24.174,-10.2209,6629.628,6636.7797,6645.781,6652.1882,6641.5767,6613.8393,6631.2562,,,
1.7139,1.5224,1.4511,1.7648,0.43207,,48.83,5.5069,6664.4087,6654.4507,6656.8046,6659.9769,6645.2,6616.2181,6632.6167,,,
0.41937,2.1405,1.8028,2.188,1.0499,,66.7638,18.8445,6697.0091,6674.0433,6669.9803,6669.7134,6649.7886,6619.109,6634.3331,,,
-0.1881,0.23047,1.7726,2.0343,0.58852,,78.0333,24.714,6714.5027,6687.7609,6679.919,6677.3112,6653.6984,6621.6908,6635.8584,,,
0.13349,-0.054864,1.8922,2.03,0.74232,,82.6085,28.312,6729.1685,6700.6225,6689.7416,6685.0435,6657.8083,6624.3999,6637.4828,,,
-0.13154,0.0017779,1.9502,1.682,0.27499,,79.1289,27.9486,6735.9823,6709.5293,6697.2252,6691.1926,6661.4084,6626.8793,6638.9679,,,
-0.063856,-0.19531,0.16825,1.6218,-0.35013,,77.6342,25.642,6739.0882,6716.0331,6703.2345,6696.3457,6664.6982,6629.2243,6640.3763,,,
0.16382,0.099858,-0.086658,1.7146,-0.046601,,79.4732,24.1406,6744.8421,6723.3634,6709.874,6702.0604,6668.2924,6631.7416,6641.9124,,,
-0.088065,0.075608,0.013483,1.7864,0.081246,,76.6862,20.9976,6746.6948,6728.2792,6714.9397,6706.6642,6671.5123,6634.0913,6643.3493,,,
-0.45034,-0.53801,-0.56965,1.3118,-0.34109,,66.1981,13.822,6737.7965,6726.7739,6715.5722,6707.9343,6673.4138,6635.7925,6644.3645,,,
0.2878,-0.16384,-0.15216,1.795,0.50061,,68.6745,10.812,6738.311,6729.0586,6718.5432,6710.9253,6675.9992,6637.8429,6645.6225,,,
0.28148,0.57009,0.19288,0.36145,0.52028,,70.2231,10.4989,6744.9773,6734.3771,6723.5141,6715.4381,6679.227,6640.2284,6647.115,,,
0.0010358,0.28252,0.030046,-0.056638,0.63223,,72.9101,9.4563,6749.4449,6738.7412,6727.8723,6719.5278,6682.3311,6642.568,6648.5887,,,
-0.035511,-0.034476,0.082662,0.096155,0.14898,,72.1755,7.6744,6751.6233,6741.8756,6731.3858,6722.9995,6685.2193,6644.8138,6650.0111,,,
0.35317,0.31753,0.89048,0.31575,1.2557,,77.598,8.8566,6761.0288,6748.7782,6737.4425,6728.4128,6688.9299,6647.4876,6651.7307,,,
-0.14514,0.20752,0.45494,0.30209,0.72906,,59.7352,7.5133,6764.0192,6752.6367,6741.5122,6732.3735,6692.1091,6649.9136,6653.2972,,,
-0.13722,-0.28216,0.035512,0.22846,0.53668,,49.5485,4.7104,6762.9162,6754.1046,6743.912,6735.0722,6694.7993,6652.1076,6654.7199,,,
-0.081648,-0.21876,-0.047201,-0.017169,0.2111,,51.7936,1.6102,6760.3408,6754.3019,6745.3217,6736.9882,6697.1676,6654.1488,6656.0506,,,
0.036713,-0.044966,0.025015,0.1077,1.2418,,49.7276,-0.49647,6759.4505,6754.9143,6746.8652,6738.9579,6699.5402,6656.1987,6657.3966,,,
-0.040251,-0.0035528,-0.36712,0.52009,1.9707,,51.8263,-2.5326,6757.9503,6754.9208,6747.8758,6740.481,6701.7132,6658.1542,6658.6887,,,
-0.42014,-0.46022,-0.64151,-0.18948,1.7029,,44.4999,-7.6871,6747.4902,6749.7661,6745.2126,6739.1561,6702.6879,6659.509,6659.5878,,,
0.1778,-0.24308,-0.32807,-0.29268,1.8337,,44.795,-9.3595,6744.5035,6747.7232,6744.3773,6739.0965,6704.0935,6661.0737,6660.6333,,,
0.039178,0.21705,-0.20754,-0.25465,1.8701,,47.2508,-9.9301,6743.3923,6746.5317,6743.9764,6739.294,6705.5475,6662.6598,6661.7001,,,
-0.091527,-0.052385,-0.33547,-0.31054,1.8153,,55.2214,-10.882,6740.5949,6744.435,6742.8543,6738.885,6706.7025,6664.0923,6662.6709,,,
-0.25479,-0.34608,-0.54937,-0.91448,1.4162,,42.4007,-13.4008,6733.0099,6739.5996,6739.7275,6736.8807,6707.1393,6665.1566,6663.4016,,,
0.12191,-0.13318,-0.0080279,-0.64948,1.3268,,37.6492,-13.5037,6730.6833,6737.1324,6738.0153,6735.8473,6707.8801,6666.362,6664.2311,,,
-0.064079,0.057757,-0.24946,-0.57671,1.2666,,36.4142,-13.6515,6727.6955,6734.3301,6735.9784,6734.5019,6708.4228,6667.4582,6664.9926,,,
-0.080337,-0.14436,-0.36863,-0.57541,1.1119,,35.6221,-13.9278,6723.9037,6731.0556,6733.5211,6732.7703,6708.7325,6668.4258,6665.6724,,,
